產品品號,產品類別,產品名稱,庫存量,price2,price3,生效日,失效日
8103424,符袋佛卡,周映君．永保安康轉運靈符袋,96,1280,0,2014/10/13 上午 12:00:00,
8103420,符袋佛卡,周映君．天賜良緣轉運靈符袋,80,1280,0,2014/10/13 上午 12:00:00,
8103422,符袋佛卡,周映君．飛黃騰達轉運靈符袋,91,1280,0,2014/10/13 上午 12:00:00,
8103423,符袋佛卡,周映君．功成名就轉運靈符袋,96,1280,0,2014/10/13 上午 12:00:00,
8103369,飾品,(天然水晶系列)姻緣幸福粉晶手鍊,9,1680,0,2014/10/13 上午 12:00:00,
8103370,飾品,(天然水晶系列)藏銀青金石健康手鍊,1,1680,688,2014/10/13 上午 12:00:00,
8103368,飾品,(天然水晶系列)紫耀四方貴人水晶手鍊,3,1680,0,2014/10/13 上午 12:00:00,
8103376,掛畫／生活用品,財富靠山抱枕(1入),7,999,0,2014/10/13 上午 12:00:00,
8103492,飾品,李玉珮‧富貴五行金賺(鑽)轉運組,27,1980,0,2014/10/13 上午 12:00:00,
8103447,印章／書／文具,錢連錢貔貅黑曜岩印章-超值組,5,4980,0,2014/10/13 上午 12:00:00,
8103446,印章／書／文具,(改運造命好印)生財萬千碧玉印章-超值組,30,5980,0,2014/10/13 上午 12:00:00,
8103607,法會 / 點燈,林霖‧濟公法扇除障補運(女),10,1980,0,2014/10/13 上午 12:00:00,
8103608,法會 / 點燈,林霖‧濟公法扇除障補運(男),10,1980,0,2014/10/13 上午 12:00:00,
8103569,掛畫／生活用品,沈孟勳‧七彩元辰補運鹽燈,2,3960,0,2014/10/13 上午 12:00:00,
8103542,風水擺鎮,黃金錢脈風水陣,1,1980,0,2014/10/13 上午 12:00:00,
8103548,風水擺鎮,七星並耀防小人擺陣,5,1680,0,2014/10/13 上午 12:00:00,
8103547,風水擺鎮,五運齊發水晶樹,999,4980,,2014/10/13 上午 12:00:00,
8103645,掛畫／生活用品,財富倍增香氛金錢樹-超值組,10,1680,0,2014/10/13 上午 12:00:00,
8103677,飾品,吳美玲‧紅瑪瑙葫蘆化煞飾品,1161,990,0,2014/10/13 上午 12:00:00,
8103650,掛畫／生活用品,五行財庫金鑽長夾‧送金銀滿庫錢母,8,888,0,2014/10/13 上午 12:00:00,
8103714,香／爐／金紙,冥界財富拜祖先套裝金紙,3,1980,0,2014/10/13 上午 12:00:00,
8103716,香／爐／金紙,五路財星元寶招財套裝金紙,2,1980,0,2014/10/13 上午 12:00:00,
8103718,香／爐／金紙,中元普渡好兄弟套裝金紙,96,1680,999,2014/10/13 上午 12:00:00,
8103717,香／爐／金紙,前世今生解冤除障套裝金紙,29,1680,0,1900/1/1 上午 12:00:00,
8103646,風水擺鎮,五福送財黑曜石擺陣-超值組,3,2580,0,2014/10/13 上午 12:00:00,
8103699,香／爐／金紙,月老星君姻緣如意套裝金紙,999,1680,,2014/10/13 上午 12:00:00,
8103757,風水擺鎮,九宮八卦鎮宅掛陣,88,3960,0,2014/10/13 上午 12:00:00,
8103756,風水擺鎮,金龍搶珠鴻運化煞擺件,3,1980,0,2014/10/13 上午 12:00:00,
8103786,風水擺鎮,湯鎮瑋．仿木雙財貔貅超值組,10,2980,0,2014/10/13 上午 12:00:00,
8103766,掛畫／生活用品,富貴花開五行風水鐘,3,1580,0,2014/10/13 上午 12:00:00,
8103799,風水擺鎮,事業璧玉球雙效擺陣,97,1980,0,2014/10/13 上午 12:00:00,
8103798,風水擺鎮,富貴金砂球雙效擺陣,10,1980,0,2014/10/13 上午 12:00:00,
8200220,法會 / 點燈,有求必應四面佛‧招財許願點燈,924,999,0,2014/10/13 上午 12:00:00,
8200221,法會 / 點燈,有求必應四面佛‧桃花許願點燈,964,999,0,2014/10/13 上午 12:00:00,
8200222,法會 / 點燈,有求必應四面佛‧事業許願點燈,930,999,0,2014/10/13 上午 12:00:00,
8200223,法會 / 點燈,有求必應四面佛‧健康許願點燈,989,999,0,2014/10/13 上午 12:00:00,
8103784,飾品,泰靈驗四面佛招財符管套組(女+男),99,4980,0,1900/1/1 上午 12:00:00,
8103687,掛畫／生活用品,湯鎮瑋‧財庫豐隆五行風水畫,25,4980,4980,2014/10/13 上午 12:00:00,
8103868,風水擺鎮,太極八卦避邪鎮宅銅鏡,2,1980,1980,2014/10/13 上午 12:00:00,
8103781,飾品,泰靈驗四面佛招財符管手鍊(女),985,1380,0,1900/1/1 上午 12:00:00,
8103782,飾品,泰靈驗四面佛招財符管手鍊(男),993,1380,0,1900/1/1 上午 12:00:00,
8103783,飾品,泰靈驗四面佛招財符管虎眼項鍊,991,1580,0,1900/1/1 上午 12:00:00,
8103895,風水擺鎮,金鏟助孕帶財來擺陣,3,2980,0,1900/1/1 上午 12:00:00,
8103832,掛畫／生活用品,喜迎桃花蝴蝶風鈴,0,1280,0,1900/1/1 上午 12:00:00,
8103908,掛畫／生活用品,199元特惠-百財馬上發紅財褲(女XL),10,199,0,1900/1/1 上午 12:00:00,
8103908,掛畫／生活用品,199元特惠-百財馬上發紅財褲(女XL),10,199,0,1900/1/1 上午 12:00:00,
8103911,掛畫／生活用品,199元特惠-百財馬上發紅財褲(男L),10,199,0,2014/10/20 下午 05:00:00,
8103911,掛畫／生活用品,199元特惠-百財馬上發紅財褲(男L),10,199,0,2014/10/20 下午 05:00:00,
8103921,風水擺鎮,化煞為財銅麒麟擺鎮,90,2980,0,1900/1/1 上午 12:00:00,
8103918,風水擺鎮,頂天立地彌勒佛擺鎮,88,1980,0,1900/1/1 上午 12:00:00,
8103943,掛畫／生活用品,豔紅牡丹雙喜抱枕(送桃花靈符),-1,688,0,2014/11/4 下午 05:00:00,
8103944,掛畫／生活用品,金翅騰飛招財抱枕(送招財靈符),8,688,0,2014/11/4 下午 05:00:00,
8103901  ,法會 / 點燈,無上元‧開運吉祥物解緣服務-大盒,97,1280,0,1900/1/1 上午 12:00:00,
8103900 ,法會 / 點燈,無上元‧開運吉祥物解緣服務-小盒,90,680,0,1900/1/1 上午 12:00:00,
8103902   ,法會 / 點燈,無上元‧佛像退神解緣服務,97,6000,0,1900/1/1 上午 12:00:00,
8104113,飾品,幸福環繞彩鑽鍊,1,640,0,1900/1/1 上午 12:00:00,
8103939,香／爐／金紙,八吉祥轉運祈福臥香爐,0,1680,0,2014/12/2 下午 08:00:00,
8103940,香／爐／金紙,八吉祥臥香爐-老山臥香超值組,0,2680,0,2014/12/3 上午 08:00:00,
8103765,飾品,富貴金玉六字箴言唸珠,2,1280,0,1900/1/1 上午 12:00:00,
8103790,風水擺鎮,至尊人緣桃花蝴蝶擺陣,5,1980,0,1900/1/1 上午 12:00:00,
8103977,飾品,致富奇蹟日光石手鍊,4,2980,0,2014/12/9 下午 02:00:00,
8103923,風水擺鎮,祥獅化煞石敢當-超值組,96,2680,1680,2014/12/24 上午 09:00:00,
8104017,掛畫／生活用品,大圓滿結界除穢精油噴霧,30,1880,0,2014/12/26 下午 02:00:00,
8104014,掛畫／生活用品,黃金結界除穢精油噴霧,26,688,0,2014/12/26 下午 03:00:00,
8104015,掛畫／生活用品,桃花結界除穢精油噴霧,30,688,0,2014/12/26 下午 03:00:00,
8104016,掛畫／生活用品,健康結界除穢精油噴霧,28,688,0,2014/12/26 下午 03:00:00,
8104019,香／爐／金紙,淨化開光香-超值組,93,1980,0,1900/1/1 上午 12:00:00,
8104013,香／爐／金紙,四方除穢結界香-超值組,98,1980,0,2014/12/27 下午 05:00:00,
8103995,掛畫／生活用品,黃金玲瓏塔風鈴,99,1680,0,2014/12/30 下午 03:00:00,
8104221,飾品,鍍金開運轉運手鍊,99,1280,0,2015/4/20 上午 12:00:00,2017/3/31 下午 11:00:00
8104238,掛畫／生活用品,招財貓存錢筒超值組,16,999,0,2015/1/8 下午 06:00:00,
8101038,飾品,媽祖黃晶項鍊,99,1280,0,2014/10/13 上午 12:00:00,
8101240,飾品,金運大開財神寶瓶項鍊,6,1680,0,2014/10/13 上午 12:00:00,
8104193,掛畫／生活用品,湯鎮瑋‧遍地黃金生財樹3D風水畫(大),29,8800,0,1900/1/1 上午 12:00:00,
8104268,風水擺鎮,財富轉輪黃金掛畫,993,1980,999,2015/1/28 上午 10:00:00,
8104269,掛畫／生活用品,招財聚寶金果盒,84,688,299,2015/1/28 上午 10:00:00,
8104242,印章／書／文具,湯鎮瑋‧招財開運68種祕訣,13,320,0,2015/1/30 下午 12:00:00,
8104323,風水擺鎮,金錢豹爆財寶盒(送金銀滿庫錢母),38,2980,0,2015/2/6 上午 11:00:00,
8100879,掛畫／生活用品,大運來鈴,5,288,0,2014/10/13 上午 12:00:00,
8100836,飾品,鴻運虎眼手鍊,12,1280,688,1900/1/1 上午 12:00:00,
8104260,掛畫／生活用品,爛桃花龍鳳剪加贈良緣符袋,3,1680,0,2015/3/2 下午 03:00:00,
8104330,掛畫／生活用品,一品武官麒麟刺繡掛件,5,2980,0,2015/3/13 下午 03:00:00,
8104049,飾品,惜福圓滿黑曜石唸珠.念珠,8,1280,0,2015/3/23 上午 10:00:00,
8104343,掛畫／生活用品,錢途光明風水畫,0,1980,0,1900/1/1 上午 12:00:00,
8104342,掛畫／生活用品,向陽財星風水畫,8,1980,0,1900/1/1 上午 12:00:00,
8103963,印章／書／文具,招財進寶黃水晶印章-超值組,3,4680,0,2015/4/2 上午 09:00:00,
8103964,印章／書／文具,天賜良緣粉水晶印章-超值組,13,4680,0,1900/1/1 上午 12:00:00,
8103965,印章／書／文具,功成名就綠水晶印章-超值組,11,4680,0,1900/1/1 上午 12:00:00,
8104359,風水擺鎮,招財如意聚寶盆,989,390,0,2015/4/15 下午 06:00:00,
8104362,飾品,媽祖誕辰富貴項鍊組 (媽祖黃晶項鍊+六字箴言唸珠),10,2560,1980,1900/1/1 上午 12:00:00,
8200274,法會 / 點燈,每月火供煙供祈福-超渡壇城,91,1380,0,1900/1/1 上午 12:00:00,
8200275,法會 / 點燈,每月火供煙供祈福-祈願壇城,95,1380,0,1900/1/1 上午 12:00:00,
8200276,法會 / 點燈,每月火供煙供祈福-地基主壇城,98,1380,0,1900/1/1 上午 12:00:00,
8104344,吊飾／佛牌,步向幸福姻緣鞋,82,588,299,2015/5/8 下午 04:00:00,
A8200260,掛畫／生活用品,無上元．本命天符陣(送點燈),96,3960,0,2015/5/22 下午 05:00:00,
8104354,吊飾／佛牌,財神天馬旗,78,999,0,2015/5/26 下午 04:00:00,
8104354,符袋佛卡,財神天馬旗,78,999,0,2015/5/26 下午 04:00:00,
8104247,飾品,三財黃金虎眼手鍊(女),2,1280,0,2015/6/9 上午 12:00:00,2017/11/12 上午 12:00:00
8104248,飾品,三財黃金虎眼手鍊(男),4,1680,0,1900/1/1 上午 12:00:00,
8104471,風水擺鎮,千秋霸業關公事業招財擺鎮,92,1980,1380,1900/1/1 上午 12:00:00,
8101241,飾品,12生肖好運連連轉運鏈 (九宮八卦生肖轉運鍊),3,1680,0,1900/1/1 上午 12:00:00,
8104411,吊飾／佛牌,五條經文蝴蝶桃花牌,18,588,0,2015/6/15 下午 04:00:00,
8102373,飾品,防小人鎖財手鍊,6,999,0,2015/6/17 上午 11:00:00,
8103451,香／爐／金紙,財寶神龍煙供爐,99,3027,0,2015/6/17 下午 02:00:00,
8104480,風水擺鎮,(新)招財化煞銅葫蘆,0,1680,0,2015/6/22 上午 10:00:00,
8104485,飾品,吳美玲-青金石如意開運套組,93,1280,0,2015/6/26 下午 12:00:00,
8101201,風水擺鎮,錢途光明招財聚寶燈.酥油燈(大),4,1980,0,1900/1/1 上午 12:00:00,
8101201,掛畫／生活用品,錢途光明招財聚寶燈.酥油燈(大),4,1980,0,1900/1/1 上午 12:00:00,
8104561,掛畫／生活用品,紫耀貴人鑽石杯,48,299,0,1900/1/1 上午 12:00:00,
8104566,掛畫／生活用品,穩賺證件卡夾雙入組,3,399,0,1900/1/1 上午 12:00:00,
8104567,掛畫／生活用品,吉利獅小確幸電扇,96,399,0,1900/1/1 上午 12:00:00,
8104515,掛畫／生活用品,好運來電手機座(顏色隨機),93,299,0,1900/1/1 上午 12:00:00,
8104516,掛畫／生活用品,吸引好運靈符磁鐵三件組,89,299,0,1900/1/1 上午 12:00:00,
8101157,飾品,(官網5折) 緬甸玉招財豼貅手鏈,75,1680,0,2015/7/1 上午 10:00:00,
8104553,風水擺鎮,五帝旺財納福米甕,99,1980,0,1900/1/1 上午 12:00:00,
8100645,飾品,大甲媽袓-六字箴言開運手鍊(男款) ,1,3980,0,1900/1/1 上午 12:00:00,
8100881,吊飾／佛牌,文昌開智慧神印,52,199,0,2015/7/15 下午 05:00:00,
8101087,吊飾／佛牌,關公白晶項鍊,84,1280,888,2015/7/15 下午 05:00:00,
8101259,印章／書／文具,祥龍瑞氣琉璃章,8,4880,3660,2015/7/16 下午 03:00:00,
8101258,印章／書／文具,鳳凰來儀琉璃章,5,4880,3660,2015/7/16 下午 04:00:00,
8104576,風水擺鎮,湯鎮瑋‧化百煞招財銅葫蘆(親挑補財吊飾),0,1980,0,2015/7/17 下午 03:00:00,
8104546,風水擺鎮,金光閃爍聚寶燈,28,1380,0,2015/7/29 下午 12:00:00,
8300877,法會 / 點燈,觀靜‧五福臨門圓滿套組,97,15800,0,1900/1/1 上午 12:00:00,
8300814,法會 / 點燈,觀靜‧五福臨門代稟補庫,97,3600,0,1900/1/1 上午 12:00:00,
8104604,掛畫／生活用品,霸業關公馬上有錢事業招財組,99,2080,0,2015/7/31 上午 10:00:00,
8104556,風水擺鎮,鎮宅化煞麒麟八卦鏡,88,990,0,1900/1/1 上午 12:00:00,
8104594,香／爐／金紙,中元普渡專用大全套金紙(普渡公+好兄弟+普渡旗+毛巾臉盆),5,588,0,1900/1/1 上午 12:00:00,
8104595,香／爐／金紙,祭袓先必備超值金紙組,87,588,0,2015/8/5 上午 11:00:00,
8104560,飾品,紫耀好運靈擺項鍊,3,990,0,1900/1/1 上午 12:00:00,
8104603,香／爐／金紙,普渡超值加購:拜拜短香2入組,93,50,0,2015/8/17 下午 12:00:00,
8104610,吊飾／佛牌,藏傳六字箴言咒輪吊牌,81,888,0,1900/1/1 上午 12:00:00,
8104596,飾品,十相自在嘎屋項鍊,84,1280,0,1900/1/1 上午 12:00:00,
8104630,掛畫／生活用品,花漾幸福風水畫,14,1380,0,2015/9/4 下午 04:00:00,
8104589,吊飾／佛牌,五條經文蝴蝶桃花牌2入,89,999,0,1900/1/1 上午 12:00:00,
8104378,風水擺鎮,財富轉輪黃金掛畫超值組,42,1980,1099,2015/1/28 上午 10:00:00,
8104414,風水擺鎮,山海鎮化煞三件組,4,1280,0,2015/9/21 上午 10:00:00,
A8103664,飾品,李玉珮．旺命五行晶鑽套組(五款任選),16,499,0,2015/9/21 上午 10:00:00,
8102641,飾品,富貴招財吉象手鍊,8,688,0,2014/10/13 上午 12:00:00,
8104674,風水擺鎮,頂級紫水晶洞-超值組(4.4kg),0,8800,0,2015/9/25 下午 03:00:00,
8104685,印章／書／文具,許睿光2016星座運勢大解析,91,350,0,1900/1/1 上午 12:00:00,
8104686,印章／書／文具,許睿光2016星座運勢大解析2本(送心想事成許願瓶),99,700,0,1900/1/1 上午 12:00:00,
8200318,法會 / 點燈,無上元．供養黃財神點燈(一年),28,3980,0,2015/10/8 上午 12:00:00,
8104817,掛畫／生活用品,六字箴言壇城掛畫,45,1980,0,2015/10/23 上午 09:00:00,
8104818,掛畫／生活用品,金箔除穢皂盒超值組,90,1180,0,2015/11/18 上午 12:00:00,
A8104691,掛畫／生活用品,人緣富貴財神圍巾(紅/藍擇一),53,1080,688,1900/1/1 上午 12:00:00,
8104851,飾品,點石成金財運線,491,599,0,1900/1/1 上午 12:00:00,2017/3/5 上午 12:00:00
8104850,吊飾／佛牌,法輪金剛結吊飾,212,699,0,1900/1/1 上午 12:00:00,2017/1/22 上午 12:00:00
8104759,掛畫／生活用品,玫瑰情緣桃花地墊,25,1280,0,2015/11/10 上午 12:00:00,
8104760,掛畫／生活用品,玫瑰情緣桃花地墊(2入),29,1980,0,1900/1/1 上午 12:00:00,
8104839,飾品,聚富黃水晶狐仙項鍊,90,1280,0,2015/11/13 下午 06:00:00,
8104837,飾品,福運貴人寶寶雙手鍊組,47,990,0,2015/11/13 下午 06:00:00,
8104761,風水擺鎮,家和富貴炭雕盤擺陣,92,1680,0,2015/11/18 上午 12:00:00,
8104872,掛畫／生活用品,吳美玲老師-九宮八卦鎮宅化煞唐卡(加贈指捻轉經輪),88,1980,0,1900/1/1 上午 12:00:00,
8104858,掛畫／生活用品,招財黃金磚皂3入超值組,76,990,990,2015/11/18 下午 06:00:00,
8104856,掛畫／生活用品,魚躍龍門事業鴻發掛畫,0,999,0,2015/11/19 上午 10:00:00,
8104855,掛畫／生活用品,一帆風順財利雙收風水畫,9,1580,1180,2015/11/19 上午 11:00:00,
8104913,掛畫／生活用品,九轉至尊存摺財庫包,40,268,0,1900/1/1 上午 12:00:00,2016/10/22 上午 12:00:00
8105032,風水擺鎮,湯鎮瑋‧雙魚金躍富貴流水盆(送財水),88,3960,3960,1900/1/1 上午 12:00:00,
8104505,符袋佛卡,淨業除障卡套組,41,588,0,1900/1/1 上午 12:00:00,
8105037,風水擺鎮,(特惠)愛情蜜果桃花盤,26,1680,988,1900/1/1 上午 12:00:00,
8104774,印章／書／文具,命理大師張盛舒-2016年紫微流年開運命書,73,1980,0,1900/1/1 上午 12:00:00,
8105025,吊飾／佛牌,四喜招財福袋(四色隨機出),43,199,0,2015/12/3 下午 07:00:00,
8105025,符袋佛卡,四喜招財福袋(四色隨機出),43,199,0,2015/12/3 下午 07:00:00,
8104808,掛畫／生活用品,招財進寶古銅錢地墊,11,990,0,1900/1/1 上午 12:00:00,
8104940,掛畫／生活用品,錢進家門雙貔貅地墊(2入),35,1680,0,1900/1/1 上午 12:00:00,
8105026,掛畫／生活用品,發財手氣貼 手機螢幕擦(3枚/組),82,299,0,2015/12/11 下午 02:00:00,
8105045,飾品,沈孟勳．守印靈狐尾戒超值組,30,688,0,2015/12/25 下午 03:00:00,
8105049,掛畫／生活用品,逢賭必贏黃金撲克牌,90,299,0,2015/12/16 上午 09:00:00,
8104864,掛畫／生活用品,金爆骰子樂偏財擺陣超值組,94,990,990,2015/12/16 下午 02:00:00,
8105098,掛畫／生活用品,吉羊進財福祿春聯,62,199,0,2015/12/17 下午 06:00:00,
8105030,風水擺鎮,湯鎮瑋‧金福祿旺財化煞流水盆(送財水),93,3960,0,1900/1/1 上午 12:00:00,
8105031,風水擺鎮,湯鎮瑋大師-富貴貔貅五行旺財流水盆(無票劵送財水),24,3960,0,1900/1/1 上午 12:00:00,
8104778,吊飾／佛牌,佛手蓮花祈願吊飾,10,688,0,2015/12/25 上午 10:00:00,
8104951,香／爐／金紙,招財富貴葫蘆香．三盒(21入),56,999,0,2015/12/28 下午 12:00:00,
8104950,香／爐／金紙,招財富貴葫蘆香．一盒(7入),51,368,0,2016/5/3 上午 12:00:00,
8104953,香／爐／金紙,招財富貴葫蘆香．七盒(49入),84,1999,0,2015/12/28 下午 01:00:00,
8105150,風水擺鎮,十相自在黃金擺陣,65,1080,950,2016/1/4 下午 04:00:00,
8105158,風水擺鎮,文昌開智慧聚寶盆(加贈葫蘆香),30,1980,0,2016/1/11 下午 04:00:00,
8105193,掛畫／生活用品,湯鎮瑋老師-錢進家門一路發開運組送招財黃金磚皂(無票卷),17,1860,0,1900/1/1 上午 12:00:00,
8105167,掛畫／生活用品,翊樺・顏風水(送招福吸金銅錢吊飾),23,360,0,2016/1/20 下午 05:00:00,
8105131,吊飾／佛牌,九宮八卦吊牌,29,699,0,2016/1/22 下午 06:00:00,
8105214,法會 / 點燈,有求必應四面佛‧還願供象6個月,89,3600,0,2014/10/13 上午 12:00:00,
8105215,法會 / 點燈,有求必應四面佛‧還願供象12個月,97,6000,0,2014/10/13 上午 12:00:00,
8105136,印章／書／文具,遇貴人晶鑽筆(紫),23,499,0,2016/1/30 下午 04:00:00,
8200355,法會 / 點燈,2016無上元．武財神聖誕偏財燈(加供虎爺),3,1680,0,2016/2/1 下午 02:00:00,2016/12/31 上午 12:00:00
8200356,法會 / 點燈,2016無上元．武財神偏財燈全年(加供虎爺),97,18800,0,2016/2/1 下午 02:00:00,2016/12/31 上午 12:00:00
8105148,飾品,[武財神加持]三色金虎將軍招財手鍊(男款),39,688,0,1900/1/1 上午 12:00:00,
8105147,飾品,[武財神加持]雙虎爺五色線招財手鍊(女款),6,688,0,1900/1/1 上午 12:00:00,
8105135,印章／書／文具,聚財氣晶鑽筆(白),26,499,0,2016/2/4 上午 11:00:00,
8105145,風水擺鎮,靈狐加持預見幸福粉晶蛋超值組,19,1280,0,2016/2/4 下午 06:00:00,
8105145,掛畫／生活用品,靈狐加持預見幸福粉晶蛋超值組,19,1280,0,2016/2/4 下午 06:00:00,
8105146,風水擺鎮,靈狐加持女人煉金長夾超值組,42,1280,0,2016/2/4 下午 06:00:00,
8105146,掛畫／生活用品,靈狐加持女人煉金長夾超值組,42,1280,0,2016/2/4 下午 06:00:00,
8105253,飾品,黃財神富貴逼人轉運戒超值組,9,1280,0,1900/1/1 上午 12:00:00,
8105119,掛畫／生活用品,金運來福招財貓手機殼(送八方來財貼紙),21,388,0,1900/1/1 上午 12:00:00,
8105086,風水擺鎮,富甲九世招財風水盤(送招財富貴葫蘆香),1,1680,0,1900/1/1 上午 12:00:00,
8105250,掛畫／生活用品,(特惠)人脈貴人名片夾,3,899,0,1900/1/1 上午 12:00:00,
8105257,風水擺鎮,萬客雲集貔貅聚寶盆組(加贈葫蘆香),16,1280,1080,1900/1/1 上午 12:00:00,
8105283,掛畫／生活用品,吳美玲老師-九宮八卦鎮宅化煞唐卡,12,1680,0,1900/1/1 上午 12:00:00,
8105277,香／爐／金紙,清明掃墓專用大全套金紙(土地公+拜祖先+香燭+墓紙) ,12,888,0,2016/2/26 下午 06:00:00,
8105129,掛畫／生活用品,粉有緣招財貓吊飾,33,688,0,2016/3/1 下午 04:00:00,
8105113,風水擺鎮,九星靈狐桃花粉晶盆,15,2999,0,2016/2/4 下午 06:00:00,
8105113,掛畫／生活用品,九星靈狐桃花粉晶盆,15,2999,0,2016/2/4 下午 06:00:00,
8105107,掛畫／生活用品,十相自在風水鐘(送招財葫蘆香),35,1580,0,1900/1/1 上午 12:00:00,
8105308,掛畫／生活用品,靈狐加持金緣桃花寶瓶,13,1680,0,2016/1/19 上午 12:00:00,
8105298,掛畫／生活用品,(年後特賣)李玉珮老師推薦-招財吸金紅財褲(女)4件組-M,5,690,0,1900/1/1 上午 12:00:00,
8105300,掛畫／生活用品,(年後特賣)李玉珮老師推薦-招財吸金紅財褲(女)4件組-L,41,690,0,1900/1/1 上午 12:00:00,
8105301,掛畫／生活用品,(年後特賣)李玉珮老師推薦-招財吸金紅財褲(女)4件組-XL,23,690,0,1900/1/1 上午 12:00:00,
8105302,掛畫／生活用品,(年後特賣)李玉珮老師推薦-招財吸金紅財褲(女)4件組-XXL,7,690,0,1900/1/1 上午 12:00:00,
8105303,掛畫／生活用品,(年後特賣)2016招財致富紅財褲經典款4件組(男)-M,30,690,0,1900/1/1 上午 12:00:00,
8105304,掛畫／生活用品,(年後特賣)2016招財致富紅財褲經典款4件組(男)-L,270,690,0,1900/1/1 上午 12:00:00,
8105305,掛畫／生活用品,(年後特賣)2016招財致富紅財褲經典款4件組(男)-XL,23,690,0,1900/1/1 上午 12:00:00,
8105306,掛畫／生活用品,(年後特賣)2016招財致富紅財褲經典款4件組(男)-XXL,19,690,0,1900/1/1 上午 12:00:00,
8104790,掛畫／生活用品,金箔除穢皂盒組,42,990,0,2015/11/18 上午 12:00:00,
8105309,吊飾／佛牌,雙貔貅琉璃吊飾,0,699,168,2016/3/10 上午 11:00:00,
8103241,飾品,精打細算貔貅守財項鍊,10,3980,1380,2014/10/13 上午 12:00:00,
8105080,飾品,健康開運石能量項鍊,10,1280,0,2016/3/14 下午 06:00:00,
8104845,掛畫／生活用品,吳美玲．人緣致富滿鑽鎖財長夾(藍),1,990,0,2015/12/4 上午 12:00:00,
8105310,飾品,財神心咒唸珠(白),1,888,0,2016/3/17 上午 10:00:00,
8105314,飾品,明心見性禪定硨磲唸珠,98,1280,0,2016/3/17 上午 11:00:00,
8105105,飾品,富貴金絲硨磲飾品套組,2,1680,0,2016/3/24 上午 10:00:00,
8101334,印章／書／文具,招財貔貅琉璃印章,29,1980,1980,1900/1/1 上午 12:00:00,
8105342,吊飾／佛牌,藏銀圓滿好運球吊飾,13,699,0,2016/3/28 上午 09:00:00,
8105307,香／爐／金紙,健康身開運每日香,50,888,0,2016/3/29 上午 09:00:00,
8105297,香／爐／金紙,富貴心開運每日香,42,888,0,2016/3/29 上午 09:00:00,
8105299,香／爐／金紙,桃花情開運每日香,44,888,0,2016/3/29 上午 09:00:00,
8105312,香／爐／金紙,桃花情開運每日香禪修組(加贈硨磲唸珠),46,999,0,1900/1/1 上午 12:00:00,
8105313,香／爐／金紙,健康身開運每日香禪修組(加贈硨磲唸珠),49,999,0,1900/1/1 上午 12:00:00,
8105311,香／爐／金紙,富貴心開運每日香禪修組(加贈硨磲唸珠),49,999,0,1900/1/1 上午 12:00:00,
8105355,符袋佛卡,十相自在金卡,36,199,0,2016/3/28 下午 12:00:00,
8105352,風水擺鎮,（特惠）林霖老師－滿門富貴搖錢樹聚寶盆,31,990,0,1900/1/1 上午 12:00:00,
8105351,飾品,五行火山石健康項鍊(五色隨機出貨),20,699,0,2016/3/31 下午 06:00:00,
8105280,印章／書／文具,林霖老師-前世今生轉運命書(無票券),49,1980,1980,1900/1/1 上午 12:00:00,
8105323,飾品,富貴蓮發硨磲手鍊,20,790,0,1900/1/1 上午 12:00:00,
8104257,風水擺鎮,五福童子求子甕擺陣,4,1980,0,1900/1/1 上午 12:00:00,
8105356,風水擺鎮,(新)湯鎮瑋-DIY造財庫聚寶蛋(水晶蛋)(送招財吉祥除穢包),0,999,0,1900/1/1 上午 12:00:00,
8105140,掛畫／生活用品,富貴金狐長夾,41,990,0,1900/1/1 上午 12:00:00,
8105233,掛畫／生活用品,湯鎮瑋十相自在黃金除穢包(2入),15,499,299,1900/1/1 上午 12:00:00,
8105413,掛畫／生活用品,富貴金鎖牡丹真皮皮夾+零錢包2件組-財庫棕,30,1980,0,1900/1/1 上午 12:00:00,
8105414,掛畫／生活用品,富貴金鎖牡丹真皮皮夾+零錢包2件組-人緣桃,15,1980,0,1900/1/1 上午 12:00:00,
8105353,飾品,雙心愛戀鑲鑽項鍊,27,599,0,2016/4/15 上午 10:00:00,
8105315,符袋佛卡,藥師佛安康自在開運組,98,688,0,1900/1/1 上午 12:00:00,
8105316,符袋佛卡,黃財神招財滿盈開運組,97,688,0,1900/1/1 上午 12:00:00,
8105317,符袋佛卡,黑財神翻轉貧運開運組,87,688,0,1900/1/1 上午 12:00:00,
8105318,符袋佛卡,文殊菩薩智慧除障開運組,97,688,0,1900/1/1 上午 12:00:00,
8105319,符袋佛卡,紅財神人緣達貴開運組,88,688,0,1900/1/1 上午 12:00:00,
8105354,吊飾／佛牌,藏傳吉祥金剛杵吊飾,4,599,0,2016/4/21 下午 08:00:00,
8104827,掛畫／生活用品,(特惠)藏密時運亨通咒輪,97,399,0,1900/1/1 上午 12:00:00,
8104829,吊飾／佛牌,(特惠)招財梅花銅錢掛飾-五款隨機出一款,92,299,0,2016/4/26 下午 02:00:00,
8105430,掛畫／生活用品,福蝶飛舞香包掛飾,96,399,0,2016/4/26 下午 03:00:00,
8104853,風水擺鎮,DIY造財庫聚寶蛋(小),26,680,0,1900/1/1 上午 12:00:00,
8105380,飾品,緣來如願粉晶景泰藍三件組(耳針組),48,1280,0,2016/4/27 上午 10:00:00,
8105381,飾品,緣來如願粉晶景泰藍三件組(耳夾組),5,1280,0,2016/4/27 上午 10:00:00,
